token,numEn,numDe
fjp,0,0
fjq,0,0
fjr,0,0
fjs,0,0
fjt,0,0
fju,0,10
fjv,0,0
fjw,0,0
fjx,0,0
fjy,0,0
fjz,0,0
fka,2,139
fkb,0,0
fkc,0,0
fkd,0,0
fke,0,41
fkf,0,0
fkg,0,0
fkh,0,0
fki,0,32
fkj,0,0
fkk,0,0
fkl,0,337
fkm,0,0
fkn,0,33
fko,0,174
fkp,0,0
fkq,0,0
fkr,0,185
fks,2,2
fkt,0,0
fku,0,51
fkv,0,0
fkw,0,0
fkx,0,0
fky,1,1
fkz,0,0
fla,3113,2318
flb,0,0
flc,0,0
fld,0,0
fle,1709,2912
flf,0,0
flg,0,0
flh,0,0
fli,1293,2597
flj,0,1
flk,0,0
fll,0,0
flm,0,0
fln,0,0
flo,3560,753
flp,0,0
flq,0,0
flr,0,0
fls,0,0
flt,1,0
flu,1683,2035
flv,0,0
flw,0,0
flx,0,0
fly,2085,18
flz,0,0
fma,22,396
fmb,0,0
fmc,0,0
fmd,0,0
fme,5,267
fmf,0,0
fmg,0,0
fmh,0,0
fmi,46,70
fmj,0,0
fmk,0,0
fml,0,0
fmm,0,0
fmn,0,0
fmo,3,177
fmp,0,0
fmq,0,0
fmr,0,0
fms,0,0
fmt,0,0
fmu,0,72
fmv,0,0
fmw,0,0
fmx,0,0
fmy,0,2
fmz,0,0
fna,0,687
fnb,0,0
fnc,0,0
fnd,0,0
fne,86,498
fnf,0,0
fng,0,0
fnh,0,0
fni,7,115
fnj,0,0
fnk,0,0
fnl,0,0
fnm,0,0
fnn,0,0
fno,1,13
fnp,0,0
fnq,0,0
fnr,0,0
fns,0,0
fnt,0,0
fnu,3,494
fnv,0,0
fnw,0,0
fnx,0,0
fny,0,1
fnz,0,0
foa,188,3
fob,19,10
foc,353,12
fod,75,15
foe,67,5
fof,0,4
fog,126,3
foh,0,51
foi,252,9
foj,0,0
fok,1,97
fol,1225,1500
fom,17,7
fon,180,747
foo,1999,16
fop,7,35
foq,0,0
for,16206,5036
fos,160,107
fot,11,289
fou,1567,26
fov,13,7
fow,168,0
fox,316,16
foy,4,4
foz,0,0
fpa,4,120
fpb,0,0
fpc,0,0
fpd,0,0
fpe,5,22
fpf,0,40
fpg,0,0
fph,1,18
fpi,1,34
fpj,0,0
fpk,0,0
fpl,0,71
fpm,0,0
fpn,0,0
fpo,1,51
fpp,0,0
fpq,0,0
fpr,2,142
fps,0,0
fpt,0,0
fpu,0,92
fpv,0,0
fpw,0,0
fpx,0,0
fpy,0,3
fpz,0,0
fqa,0,0
fqb,0,0
fqc,0,0
fqd,0,0
fqe,0,0
fqf,0,0
fqg,0,0
fqh,0,0
fqi,0,0
fqj,0,0
fqk,0,0
fql,0,0
fqm,0,0
fqn,0,0
fqo,0,0
fqp,0,0
fqq,0,0
fqr,0,0
fqs,0,0
fqt,0,0
fqu,0,28
fqv,0,0
fqw,0,0
fqx,0,0
fqy,0,0
fqz,0,0
fra,2251,2346
frb,0,0
frc,0,0
frd,0,0
fre,2714,3939
frf,0,0
frg,0,0
frh,0,2
fri,1977,1859
frj,0,0
frk,0,0
frl,0,0
frm,0,0
frn,0,0
fro,4049,793
frp,0,0
frq,0,0
frr,0,0
frs,0,0
frt,0,0
fru,871,469
frv,0,0
frw,0,0
frx,0,0
fry,68,0
frz,0,0
fsa,3,295
fsb,6,163
fsc,11,979
fsd,0,30
fse,87,327
fsf,0,100
fsg,0,77
fsh,43,75
fsi,22,284
fsj,0,9
fsk,8,167
fsl,0,68
fsm,0,279
fsn,0,19
fso,3,60
fsp,9,401
fsq,0,8
fsr,0,95
fss,0,200
fst,17,1121
fsu,1,71
fsv,0,93
fsw,2,71
fsx,0,0
fsy,0,34
fsz,0,66
fta,41,419
ftb,9,229
ftc,4,30
ftd,1,130
fte,964,3486
ftf,1,351
ftg,1,164
fth,84,110
fti,271,1090
ftj,0,3
ftk,1,196
ftl,65,1193
ftm,16,128
ftn,6,38
fto,36,58
ftp,4,200
ftq,0,13
ftr,3,1128
fts,188,2879
ftt,5,92
ftu,1,688
ftv,1,150
ftw,260,467
ftx,0,0
fty,81,20
ftz,0,76
fua,1,1
fub,2,1
fuc,109,125
fud,26,1
fue,325,4
fuf,3,1
fug,251,218
fuh,0,302
fui,2,4
fuj,1,0
fuk,3,0
ful,2737,18
fum,152,47
fun,2247,3106
fuo,0,0
fup,0,0
fuq,0,0
fur,984,259
fus,1062,363
fut,268,181
fuu,0,0
fuv,1,1
fuw,0,2
fux,2,0
fuy,0,0
fuz,63,11
fva,0,4
fvb,0,0
fvc,0,0
fvd,0,0
fve,5,237
fvf,0,0
fvg,0,0
fvh,0,0
fvi,1,12
fvj,0,0
fvk,0,0
fvl,0,1
fvm,0,0
fvn,0,0
fvo,0,54
fvp,0,0
fvq,0,0
fvr,0,0
fvs,0,0
fvt,0,0
fvu,0,1
fvv,0,0
fvw,0,0
fvx,0,0
fvy,0,0
fvz,0,0
fwa,15,275
fwb,0,0
fwc,0,0
fwd,0,0
fwe,4,363
fwf,0,0
fwg,0,0
fwh,0,0
fwi,4,91
fwj,0,0
fwk,0,0
fwl,0,0
fwm,0,0
fwn,0,0
fwo,8,12
fwp,0,0
fwq,0,0
fwr,0,0
fws,0,0
fwt,0,0
fwu,1,14
fwv,0,0
fww,0,0
fwx,0,0
fwy,0,0
fwz,0,0
fxa,0,0
fxb,0,0
fxc,0,0
fxd,0,0
fxe,0,0
fxf,0,0
fxg,0,0
fxh,0,0
fxi,0,0
fxj,0,0
fxk,0,0
fxl,0,0
fxm,0,0
fxn,0,0
fxo,0,0
fxp,0,0
fxq,0,0
fxr,0,0
fxs,0,0
fxt,0,0
fxu,0,0
fxv,0,0
fxw,0,0
fxx,0,0
fxy,0,0
fxz,0,0
fya,0,1
fyb,0,0
fyc,0,0
fyd,0,0
fye,2,0
fyf,0,0
fyg,0,0
fyh,0,0
fyi,187,1
fyj,0,0
fyk,0,0
fyl,2,1
fym,0,0
fyn,2,1
fyo,0,0
fyp,0,0
fyq,0,0
fyr,1,0
fys,0,0
fyt,0,1
fyu,0,2
fyv,0,0
fyw,0,0
fyx,0,0
fyy,0,0
fyz,0,0
fza,0,22
fzb,0,0
fzc,0,0
fzd,0,0
fze,1,470
fzf,0,0
fzg,0,0
fzh,0,0
fzi,0,173
fzj,0,0
fzk,0,0
fzl,0,0
fzm,0,0
fzn,0,0
fzo,0,10
fzp,0,0
fzq,0,0
fzr,0,0
fzs,0,0
fzt,0,0
fzu,0,165
fzv,0,0
fzw,0,21
fzx,0,0
fzy,0,27
fzz,0,0
gaa,7,11
gab,186,2145
gac,73,21
gad,122,124
gae,64,18
gaf,26,64
gag,640,76
gah,6,15
gai,1407,42
gaj,2,2
gak,11,39
gal,1700,811
gam,1150,369
gan,2039,4587
gao,24,9
gap,317,51
gaq,1,0
gar,2361,1418
gas,1643,1032
gat,2401,917
gau,382,199
gav,38,28
gaw,26,13
gax,1,1
gay,56,4
gaz,274,147
gba,42,586
gbb,0,0
gbc,0,0
gbd,0,0
gbe,19,244
gbf,0,0
gbg,0,0
gbh,0,0
gbi,189,56
gbj,0,0
gbk,0,0
gbl,4,91
gbm,0,0
gbn,0,0
gbo,64,69
gbp,0,0
gbq,0,0
gbr,8,71
gbs,0,0
gbt,0,0
gbu,11,55
gbv,0,0
gbw,0,0
gbx,0,0
gby,17,14
gbz,0,0
gca,2,2
gcb,0,0
gcc,0,0
gcd,0,0
gce,1,4
gcf,0,0
gcg,0,0
gch,5,30
gci,0,2
gcj,0,0
gck,0,0
gcl,15,1
gcm,0,0
gcn,0,0
gco,4,2
gcp,0,0
gcq,0,0
gcr,4,1
gcs,0,0
gct,0,0
gcu,5,0
gcv,0,0
gcw,0,0
gcx,0,0
gcy,0,0
gcz,0,0
gda,38,81
gdb,0,10
gdc,1,0
gdd,0,2
gde,9,57
gdf,0,19
gdg,0,30
gdh,0,15
gdi,8,43
gdj,0,0
gdk,0,28
gdl,0,18
gdm,0,11
gdn,0,2
gdo,120,27
gdp,0,10
gdq,0,0
gdr,1,67
gds,0,36
gdt,0,9
gdu,2,11
gdv,0,7
gdw,1,8
gdx,0,0
gdy,0,3
gdz,1,4
gea,931,248
geb,163,6276
gec,311,229
ged,1625,635
gee,177,206
gef,30,2115
geg,1,2169
geh,97,3527
gei,82,1022
gej,0,17
gek,0,778
gel,802,11681
gem,1507,2641
gen,6409,35114
geo,1261,491
gep,14,635
geq,1,20
ger,4830,17407
ges,1866,11247
get,2900,1223
geu,25,127
gev,9,121
gew,57,3633
gex,0,5
gey,47,3
gez,2,568
gfa,17,176
gfb,0,0
gfc,0,0
gfd,0,0
gfe,5,252
gff,0,0
gfg,0,0
gfh,0,0
gfi,432,73
gfj,0,0
gfk,2,2
gfl,9,150
gfm,0,0
gfn,0,0
gfo,9,32
gfp,0,0
gfq,0,0
gfr,3,317
gfs,0,0
gft,0,0
gfu,32,47
gfv,0,0
gfw,0,0
gfx,0,0
gfy,0,0
gfz,0,0
gga,265,104
ggb,3,0
ggc,5,0
ggd,2,1
gge,971,1174
ggf,1,13
ggg,0,0
ggh,3,0
ggi,421,81
ggj,0,0
ggk,0,0
ggl,493,102
ggm,0,0
ggn,2,1
ggo,50,32
ggp,27,0
ggq,0,0
ggr,241,228
ggs,107,18
ggt,0,2
ggu,3,29
ggv,0,0
ggw,0,0
ggx,0,0
ggy,155,10
ggz,0,0
gha,122,449
ghb,266,5
ghc,6,0
ghd,11,1
ghe,420,173
ghf,25,0
ghg,4,0
ghh,8,0
ghi,318,27
ghj,0,0
ghk,0,0
ghl,318,19
ghm,7,2
ghn,42,3
gho,303,89
ghp,21,1
ghq,0,0
ghr,15,7
ghs,76,13
ght,8950,86
ghu,36,143
ghv,3,1
ghw,83,2
ghx,0,0
ghy,13,5
ghz,0,0
gia,1116,104
gib,255,42
gic,2240,24
gid,158,44
gie,328,4775
gif,202,336
gig,87,1041
gih,6,8
gii,11,10
gij,0,1
gik,0,211
gil,357,104
gim,159,181
gin,4409,1312
gio,1268,917
gip,16,85
giq,0,1
gir,721,115
gis,1382,2095
git,923,818
giu,43,68
giv,1308,52
giw,0,0
gix,0,0
giy,2,0
giz,79,13
gja,6,8
gjb,0,0
gjc,0,0
gjd,0,0
gje,3,1
gjf,0,0
gjg,0,0
gjh,0,0
gji,3,2
gjj,0,0
gjk,0,1
gjl,0,0
gjm,0,0
gjn,0,0
gjo,0,3
gjp,0,0
gjq,0,0
gjr,0,0
gjs,0,0
gjt,0,0
gju,1,6
gjv,0,0
gjw,0,0
gjx,0,0
gjy,0,0
gjz,0,0
gka,2,153
gkb,0,0
gkc,0,0
gkd,0,0
gke,0,5232
gkf,0,0
gkg,0,0
gkh,0,0
gki,14,40
gkj,0,0
gkk,0,0
gkl,1,45
gkm,0,0
gkn,0,24
gko,9,135
gkp,0,0
gkq,0,0
gkr,0,140
gks,0,0
gkt,0,0
gku,1,39
gkv,0,0
gkw,1,0
gkx,0,0
gky,0,0
gkz,0,0
gla,1866,1208
glb,0,0
glc,0,0
gld,0,0
gle,2781,2997
glf,0,0
glg,0,0
glh,0,0
gli,946,2919
glj,0,0
glk,0,0
gll,0,0
glm,0,0
gln,0,0
glo,1332,597
glp,0,1
glq,0,0
glr,0,0
gls,0,0
glt,0,0
glu,417,167
glv,0,0
glw,0,0
glx,0,0
gly,1018,162
glz,0,0
gma,274,435
gmb,0,0
gmc,0,0
gmd,0,0
gme,510,422
gmf,0,0
gmg,0,0
gmh,0,0
gmi,19,183
gmj,0,0
gmk,0,0
gml,1,0
gmm,0,0
gmn,0,0
gmo,92,115
gmp,0,0
gmq,0,0
gmr,0,0
gms,4,0
gmt,0,0
gmu,22,64
gmv,0,0
gmw,0,0
gmx,0,0
gmy,349,1
gmz,0,0
gna,1456,1004
gnb,2,3
gnc,0,0
gnd,0,1
gne,1275,1490
gnf,0,3
gng,0,0
gnh,1,1
gni,900,997
gnj,0,0
gnk,0,1
gnl,3,1
gnm,283,5
gnn,2,0
gno,600,561
gnp,9,5
gnq,0,0
gnr,0,0
gns,103,5
gnt,29,4
gnu,46,172
gnv,0,4
gnw,1,3
gnx,0,0
gny,8,7
gnz,0,1
goa,485,14
gob,407,39
goc,53,11
god,284,51
goe,73,18
gof,8,8
gog,254,193
goh,4,66
goi,265,36
goj,1,0
gok,0,27
gol,1621,438
gom,92,64
gon,1366,748
goo,2183,19
gop,143,88
goq,0,0
gor,577,364
gos,286,213
got,529,353
gou,369,42
gov,513,11
gow,72,22
gox,5,6
goy,11,4
goz,6,58
gpa,2,92
gpb,0,0
gpc,0,0
gpd,0,0
gpe,2,13
gpf,0,39
gpg,0,0
gph,0,11
gpi,95,22
gpj,0,0
gpk,0,0
gpl,29,83
gpm,0,0
gpn,0,0
gpo,6,28
gpp,0,0
gpq,0,0
gpr,3,85
gps,0,0
gpt,0,0
gpu,0,40
gpv,0,0
gpw,0,0
gpx,0,0
gpy,0,4
gpz,0,0
gqa,0,0
gqb,0,0
gqc,0,0
gqd,0,0
gqe,0,0
gqf,0,0
gqg,0,0
gqh,0,0
gqi,1,0
gqj,0,0
gqk,0,0
gql,0,0
gqm,0,0
gqn,0,0
gqo,0,0
gqp,0,0
gqq,0,0
gqr,0,0
gqs,0,0
gqt,0,0
gqu,0,24
gqv,0,0
gqw,0,0
gqx,0,0
gqy,0,0
gqz,0,0
gra,10453,6871
grb,0,0
grc,0,0
grd,0,0
gre,5576,2112
grf,0,0
grg,0,0
grh,0,3
gri,1518,1582
grj,0,0
grk,0,0
grl,0,0
grm,0,0
grn,0,0
gro,4274,1403
grp,0,0
grq,0,0
grr,1,0
grs,0,0
grt,0,0
gru,235,1844
grv,0,0
grw,0,0
grx,0,0
gry,80,7
grz,0,0
gsa,13,2149
gsb,15,2022
gsc,5,1006
gsd,1,703
gse,5,1128
gsf,0,1683
gsg,3,1857
gsh,50,545
gsi,33,375
gsj,2,88
gsk,5,1804
gsl,4,920
gsm,5,1681
gsn,23,300
gso,20,293
gsp,21,2156
gsq,0,112
gsr,3,1278
gss,1,3160
gst,128,2898
gsu,2,361
gsv,0,1610
gsw,3,938
gsx,0,0
gsy,0,37
gsz,0,979
gta,112,119
gtb,0,6
gtc,0,0
gtd,0,0
gte,3,1507
gtf,0,1
gtg,0,3
gth,929,44
gti,19,54
gtj,0,0
gtk,0,2
gtl,1,3
gtm,0,2
gtn,0,0
gto,83,87
gtp,0,0
gtq,0,0
gtr,5,87
gts,0,18
gtt,0,2
gtu,2,88
gtv,0,1
gtw,0,1
gtx,0,0
gty,0,10
gtz,7,1
gua,1906,288
gub,15,1
guc,4,64
gud,26,0
gue,1592,99
guf,9,1
gug,3,3
guh,1,5
gui,1574,241
guj,0,2
guk,0,0
gul,1423,412
gum,404,346
gun,588,8092
guo,74,9
gup,7,1
guq,1,0
gur,839,767
gus,574,438
gut,177,1530
guu,1,1
guv,1,0
guw,0,0
gux,0,0
guy,57,1
guz,15,1
gva,2,0
gvb,0,0
gvc,0,0
gvd,0,0
gve,3,186
gvf,0,0
gvg,0,0
gvh,0,0
gvi,1,10
gvj,0,0
gvk,0,0
gvl,1,1
gvm,0,0
gvn,0,0
gvo,1,81
gvp,0,0
gvq,0,0
gvr,0,0
gvs,0,0
gvt,0,0
gvu,0,0
gvv,0,0
gvw,0,0
gvx,0,0
gvy,0,0
gvz,0,0
gwa,42,184
gwb,0,0
gwc,0,0
gwd,0,0
gwe,55,378
gwf,0,0
gwg,0,0
gwh,9,1
gwi,13,57
gwj,0,0
gwk,0,0
gwl,0,0
gwm,0,0
gwn,0,0
gwo,163,37
gwp,0,0
gwq,0,0
gwr,5,6
gws,0,0
gwt,0,0
gwu,1,62
gwv,0,0
gww,0,0
gwx,0,0
gwy,0,0
gwz,0,0
gxa,0,0
gxb,0,0
gxc,0,0
gxd,0,0
gxe,0,0
gxf,0,0
gxg,0,0
gxh,0,0
gxi,2,3
gxj,0,0
gxk,0,0
gxl,0,0
gxm,0,0
gxn,0,0
gxo,0,0
gxp,0,0
gxq,0,0
gxr,0,0
gxs,0,0
gxt,0,0
gxu,1,0
gxv,0,0
gxw,0,0
gxx,0,0
gxy,0,0
gxz,0,0
gya,11,11
gyb,22,0
gyc,0,0
gyd,0,1
gye,2,2
gyf,0,0
gyg,2,0
gyh,1,1
gyi,3,2
gyj,0,0
gyk,0,0
gyl,16,10
gym,120,35
gyn,129,43
gyo,1,1
gyp,160,76
gyq,0,0
gyr,131,41
gys,2,0
gyt,4,0
gyu,1,1
gyv,3,0
gyw,2,0
gyx,0,0
gyy,0,0
gyz,5,1
gza,31,33
gzb,0,0
gzc,0,0
gzd,0,0
gze,0,559
gzf,0,0
gzg,0,0
gzh,4,3
gzi,0,36
gzj,0,0
gzk,0,0
gzl,0,0
gzm,0,0
gzn,0,0
gzo,0,9
gzp,0,0
gzq,0,0
gzr,0,0
gzs,0,0
gzt,0,0
gzu,0,42
gzv,0,0
gzw,1,9
gzx,0,0
gzy,0,6
gzz,0,0
haa,23,463
hab,857,3105
hac,294,598
had,582,805
hae,569,62
haf,422,8341
hag,830,461
hah,20,181
hai,2276,667
haj,7,7
hak,296,308
hal,2899,9746
ham,1735,837
han,7045,4598
hao,45,57
hap,1117,164
haq,1,1
har,7202,2699
has,1602,1132
hat,1947,951
hau,568,3522
hav,3373,29
haw,636,37
hax,5,14
hay,134,21
haz,358,20
hba,85,684
hbb,0,0
hbc,0,0
hbd,0,0
hbe,29,517
hbf,0,0
hbg,0,0
hbh,1,1
hbi,37,146
hbj,0,1
hbk,0,0
hbl,14,253
hbm,0,0
hbn,0,0
hbo,303,117
hbp,0,0
hbq,0,0
hbr,52,271
hbs,0,0
hbt,0,0
hbu,32,88
hbv,0,0
hbw,0,0
hbx,0,0
hby,1,1
hbz,0,0
hca,51,7
hcb,0,0
hcc,0,0
hcd,0,0
hce,0,0
hcf,0,0
hcg,0,0
hch,31,81
hci,0,0
hcj,0,0
hck,0,0
hcl,12,1
hcm,0,0
hcn,0,0
hco,18,27
hcp,0,0
hcq,0,0
hcr,32,8
hcs,0,0
hct,0,0
hcu,5,0
hcv,0,0
hcw,0,0
hcx,0,0
hcy,0,0
hcz,0,0
hda,66,73
hdb,0,0
hdc,0,0
hdd,0,0
hde,5,183
hdf,0,0
hdg,0,0
hdh,0,0
hdi,8,85
hdj,0,0
hdk,0,0
hdl,0,0
hdm,0,0
hdn,0,0
hdo,39,49
hdp,0,0
hdq,0,0
hdr,202,262
hds,0,0
hdt,0,0
hdu,11,25
hdv,0,0
hdw,0,0
hdx,0,0
hdy,0,2
hdz,0,0
hea,8310,395
heb,61,1024
hec,858,553
hed,2209,113
hee,2555,142
hef,141,586
heg,34,167
heh,3,88
hei,687,12147
hej,1,6
hek,19,583
hel,2610,3353
hem,2153,1892
hen,1762,29128
heo,1695,1021
hep,326,172
heq,204,1
her,11592,22940
hes,2965,5527
het,1121,762
heu,100,658
hev,97,60
hew,139,61
hex,245,121
hey,55,14
hez,13,66
hfa,16,254
hfb,0,0
hfc,0,0
hfd,0,0
hfe,8,194
hff,0,0
hfg,0,0
hfh,0,0
hfi,36,79
hfj,0,0
hfk,0,0
hfl,60,234
hfm,0,0
hfn,0,0
hfo,9,163
hfp,0,0
hfq,0,0
hfr,2,421
hfs,0,0
hft,0,0
hfu,112,53
hfv,0,0
hfw,0,0
hfx,0,0
hfy,0,0
hfz,0,0
hga,6,201
hgb,0,0
hgc,0,0
hgd,0,0
hge,10,1083
hgf,0,0
hgg,0,0
hgh,0,0
hgi,1,77
hgj,0,0
hgk,0,0
hgl,0,74
hgm,0,0
hgn,0,0
hgo,12,19
hgp,0,0
hgq,0,0
hgr,20,235
hgs,0,0
hgt,0,0
hgu,3,19
hgv,0,0
hgw,0,0
hgx,0,0
hgy,0,0
hgz,0,0
hha,16,452
hhb,0,0
hhc,0,0
hhd,0,0
hhe,10,244
hhf,0,0
hhg,0,0
hhh,0,0
hhi,7,54
hhj,0,0
hhk,0,0
hhl,0,0
hhm,0,0
hhn,0,0
hho,64,149
hhp,0,0
hhq,0,0
hhr,0,0
hhs,0,0
hht,0,0
hhu,1,48
hhv,0,0
hhw,0,0
hhx,0,0
hhy,2,7
hhz,0,0
hia,562,316
hib,602,177
hic,2967,1951
hid,728,141
hie,1144,4125
hif,490,919
hig,2186,1864
hih,17,17
hii,19,28
hij,18,1
hik,115,241
hil,2796,2666
him,349,417
hin,7489,4871
hio,701,239
hip,2847,223
hiq,4,3
hir,944,1445
his,2497,1699
hit,3977,732
hiu,85,83
hiv,191,112
hiw,2,10
hix,9,8
hiy,2,0
hiz,156,86
hja,1,81
hjb,0,0
hjc,0,0
hjd,0,0
hje,0,1
hjf,0,0
hjg,0,0
hjh,0,0
hji,0,0
hjj,0,0
hjk,0,0
hjl,0,0
hjm,0,0
hjn,0,0
hjo,1,12
hjp,0,0
hjq,0,0
hjr,0,0
hjs,0,0
hjt,0,0
hju,0,14
hjv,0,0
hjw,0,0
hjx,0,0
hjy,0,0
hjz,0,0
hka,19,290
hkb,0,0
hkc,0,0
hkd,0,0
hke,31,2182
hkf,0,0
hkg,0,0
hkh,1,0
hki,19,67
hkj,0,0
hkk,0,0
hkl,0,106
hkm,0,0
hkn,0,60
hko,13,380
hkp,0,0
hkq,0,0
hkr,0,338
hks,0,0
hkt,0,0
hku,1,132
hkv,0,0
hkw,0,0
hkx,0,0
hky,1,1
hkz,0,0
hla,130,5345
hlb,11,528
hlc,0,61
hld,1,95
hle,433,8304
hlf,3,243
hlg,0,234
hlh,1,127
hli,181,2991
hlj,0,6
hlk,0,377
hll,1,122
hlm,2,291
hln,0,57
hlo,512,1205
hlp,0,146
hlq,1,4
hlr,3,264
hls,2,791
hlt,1,567
hlu,14,3747
hlv,1,128
hlw,0,187
hlx,0,0
hly,531,5
hlz,0,158
hma,280,1295
hmb,0,102
hmc,0,3
hmd,0,1
hme,627,7225
hmf,0,4
hmg,0,7
hmh,0,20
hmi,191,1210
hmj,0,0
hmk,1,15
hml,0,51
hmm,2,4
hmn,1,1
hmo,81,333
hmp,0,3
hmq,0,0
hmr,0,5
hms,12,66
hmt,0,89
hmu,21,1150
hmv,0,7
hmw,0,6
hmx,0,0
hmy,5,3
hmz,0,3
hna,36,1666
hnb,3,247
hnc,0,143
hnd,1,107
hne,264,7625
hnf,0,214
hng,1,126
hnh,2,387
hni,918,3191
hnj,0,44
hnk,3,120
hnl,0,957
hnm,0,193
hnn,16,45
hno,841,529
hnp,5,104
hnq,0,2
hnr,0,136
hns,39,592
hnt,1,378
hnu,17,2391
hnv,0,75
hnw,1,131
hnx,0,0
hny,8,5
hnz,0,60
hoa,200,57
hob,647,751
hoc,643,1226
hod,1133,808
hoe,653,82
hof,72,657
hog,471,214
hoh,14,495
hoi,482,81
hoj,6,5
hok,155,288
hol,4491,2727
hom,1417,397
hon,2528,1032
hoo,2488,52
hop,1686,569
hoq,2,1
hor,6136,2008
hos,1658,1142
hot,2140,796
hou,3832,61
hov,245,42
how,801,114
hox,17,14
hoy,9,0
hoz,19,48
hpa,29,136
hpb,0,0
hpc,0,0
hpd,0,0
hpe,7,48
hpf,1,69
hpg,0,0
hph,2,27
hpi,29,59
hpj,0,0
hpk,0,0
hpl,15,87
hpm,0,0
hpn,0,0
hpo,22,69
hpp,0,0
hpq,0,0
hpr,8,297
hps,0,3
hpt,0,0
hpu,21,88
hpv,0,0
hpw,0,0
hpx,0,0
hpy,0,3
hpz,0,0
hqa,0,0
hqb,0,0
hqc,0,0
hqd,0,0
hqe,0,0
hqf,0,0
hqg,0,0
hqh,0,0
hqi,0,0
hqj,0,0
hqk,0,0
hql,0,0
hqm,0,0
hqn,0,0
hqo,0,0
hqp,0,0
hqq,0,0
hqr,0,0
hqs,0,0
hqt,0,0
hqu,66,49
hqv,0,0
hqw,0,0
hqx,0,0
hqy,0,0
hqz,0,0
hra,497,1682
hrb,1,397
hrc,1,64
hrd,0,262
hre,2153,10833
hrf,1,366
hrg,0,353
hrh,1,476
hri,1480,3703
hrj,0,11
hrk,1,282
hrl,7,728
hrm,3,213
hrn,5,211
hro,3871,1962
hrp,0,201
hrq,0,6
hrr,0,283
hrs,0,1471
hrt,4,1355
hru,935,2783
hrv,1,94
hrw,0,226
hrx,0,0
hry,100,61
hrz,3,710
hsa,9,300
hsb,2,154
hsc,24,1387
hsd,0,37
hse,15,3217
hsf,1,143
hsg,0,111
hsh,47,85
hsi,18,312
hsj,1,23
hsk,7,184
hsl,4,143
hsm,4,109
hsn,0,18
hso,14,77
hsp,11,542
hsq,0,3
hsr,1,99
hss,1,336
hst,84,2420
hsu,1,114
hsv,0,87
hsw,1,57
hsx,0,0
hsy,0,32
hsz,0,57
hta,49,526
htb,15,652
htc,25,48
htd,1,128
hte,870,8963
htf,85,385
htg,3,273
hth,300,488
hti,453,2707
htj,105,21
htk,0,335
htl,184,1209
htm,18,301
htn,160,275
hto,36,113
htp,11,210
htq,0,17
htr,31,443
hts,877,3886
htt,9,344
htu,40,2754
htv,0,239
htw,33,295
htx,0,0
hty,75,19
htz,1,258
hua,84,61
hub,181,561
huc,190,13
hud,47,21
hue,44,12
huf,64,55
hug,183,11
huh,4,961
hui,30,19
huj,12,17
huk,33,81
hul,95,2569
hum,1268,241
hun,890,5266
huo,2,2
hup,24,368
huq,0,0
hur,1213,255
hus,430,1052
hut,410,2019
huu,1,2
huv,6,1
huw,0,10
hux,0,0
huy,2,2
huz,4,4
hva,4,19
hvb,0,0
hvc,0,0
hvd,0,0
hve,9,479
hvf,0,0
hvg,0,0
hvh,0,0
hvi,13,43
hvj,0,0
hvk,0,0
hvl,0,1
hvm,0,0
hvn,0,0
hvo,1,113
hvp,0,0
hvq,0,0
hvr,0,0
hvs,0,0
hvt,0,0
hvu,0,0
hvv,0,0
hvw,0,0
hvx,0,0
hvy,0,0
hvz,0,0
hwa,341,5011
hwb,0,0
hwc,0,0
hwd,0,0
hwe,115,4234
hwf,0,0
hwg,0,0
hwh,20,3
hwi,30,2219
hwj,0,0
hwk,0,0
hwl,0,0
hwm,0,0
hwn,0,0
hwo,127,157
hwp,0,0
hwq,0,0
hwr,5,0
hws,0,0
hwt,0,0
hwu,0,395
hwv,0,0
hww,0,0
hwx,0,0
hwy,5,7
hwz,0,0
hxa,0,0
hxb,0,0
hxc,0,0
hxd,0,0
hxe,0,0
hxf,0,0
hxg,0,0
hxh,0,0
hxi,0,0
hxj,0,0
hxk,0,0
hxl,0,0
hxm,0,0
hxn,0,0
hxo,0,0
hxp,0,0
hxq,0,0
hxr,0,0
hxs,0,0
hxt,0,0
hxu,0,0
hxv,0,0
hxw,0,0
hxx,0,0
hxy,0,0
hxz,0,0
hya,93,57
hyb,132,15
hyc,52,15
hyd,1255,542
hye,33,4
hyf,0,1
hyg,138,87
hyh,1,1
hyi,6,6
hyj,0,0
hyk,2,36
hyl,533,511
hym,329,211
hyn,36,16
hyo,71,49
hyp,1381,493
hyq,0,0
hyr,227,132
hys,874,601
hyt,403,396
hyu,2,1
hyv,0,0
hyw,2,0
hyx,22,5
hyy,0,0
hyz,0,6
hza,0,141
hzb,0,0
hzc,0,0
hzd,0,0
hze,4,432
hzf,0,0
hzg,0,0
hzh,0,0
hzi,0,155
hzj,0,0
hzk,0,0
hzl,0,0
hzm,0,0
hzn,0,0
hzo,0,13
hzp,0,0
hzq,0,0
hzr,0,0
hzs,0,0
hzt,0,0
hzu,0,119
hzv,0,0
hzw,0,19
hzx,0,0
hzy,0,8
hzz,0,0
iaa,0,9
iab,1149,372
iac,470,130
iad,158,144
iae,43,17
iaf,12,22
iag,1069,533
iah,34,9
iai,48,14
iaj,0,1
iak,32,155
ial,10643,3720
iam,581,284
ian,8882,1506
iao,16,9
iap,223,134
iaq,4,4
